numero_de_dossier,annee_budgetaire,nom_beneficiaire,numero_siret,objet_du_dossier,montant_vote,direction,nature_de_la_subvention,secteurs_d_activites_definies_par_l_association
2024_05559,2024,HIPPOCAMPE ASSOCIATION POUR LA RECHERCHE EN MIME CORPOREL,42398300000000.0,Subvention de fonctionnement association Hippocampe 2024,5000.0,DAC,Fonctionnement,['culture & arts']
2024_09410,2024,LA CLOCHE,80926700000000.0,FAL112024 Un été avec La Cloche,1000.0,DDCT,Fonctionnement,none
2024_01259,2024,LA SIRENE DE PARIS,78457900000000.0,Un bal populaire à Porte de Vanves,1000.0,DDCT,Projet,none
2023_06656,2023,BAGAGERIE SOLIDAIRE 14,85357400000000.0,Budget complémentaire pour finir le projet Troubadour,245000.0,DSOL,Investissement,['humanitaire']
2023_10527,2023,ASSOCIATION DES COMMERCANTS DE LA RUE DE TURENNE,92394600000000.0,ILLUMINATIONS DE NOEL RUE DE TURENNE 2023,1100.0,DAE,Fonctionnement,['vie et animation locale']
2023_03304,2023,LA CHOUINE,32826500000000.0,Subvention de fonctionnement 2023,177540.0,DFPE,Fonctionnement,['education & formation']
2023_00594,2023,CQFD BESSIERES COMITE DE QUARTIER EN FAVEUR DU DEVELOPPEMENT SECTEUR BESSIERES,44351200000000.0,Animations intergénérationnelles dans le quartier,2000.0,DDCT,Projet,['loisirs']
2023_05778,2023,LA STRADA,38166900000000.0,TAP2023 Ateliers Théâtre Compagnie La Strada,4536.0,DASCO,Projet,['culture & arts']
2023_06158,2023,LE RESEAU (THEATRE),40779000000000.0,Aide à la diffusion d'oeuvres dans le domaine du spectacle vivant (hors muisque),5000.0,DAC,Projet,['culture & arts']
2023_03855,2023,FESTIVAL DU LIVRE ET DE LA PRESSE D'ECOLOGIE FELIPE,47868900000000.0,21e Festival du Livre et de la presse d'écologie,3500.0,DTEC,Fonctionnement,['culture & arts']
2023_10054,2023,INCO.ORG,82288000000000.0,Get INTO Green/PFABRIK23,25000.0,DAE,Projet,['social']
2023_01891,2023,RESEAU ALPHA,51211900000000.0,Référencement de l'offre linguistique parisienne et ressources pour le secteur de l'app. du français,20000.0,DDCT,Projet,['education & formation']
2023_00410,2023,LE COEUR DES EPINETTES,90759600000000.0,SOLIDARITE AUX EPINETTES,1000.0,DDCT,Projet,['social']
2023_10702,2023,THE DESIGN CREW ALUMNI,89809300000000.0,"The Design Crew, développer des formations innovantes et à impact !",8000.0,DAE,Investissement,['education & formation']
2024_08138,2024,ARC ESSENTIEL,91027900000000.0,Accompagnement administratifs et sociale des réfugiés LGBTQ+ en Ile de France,1000.0,DDCT,Projet,none
2024_09034,2024,A TABLE CITOYENS !,75385800000000.0,Incubateur Baluchon: un incubateur culinaire inclusif au service de la transition alimentaire en QPV,20000.0,DAE,Fonctionnement,none
2024_03177,2024,ENFANCES AU CINEMA,48154200000000.0,Subvention de fonctionnement pour le financement des opérations Ecole et Cinéma et Mon 1er Cinéma,90500.0,DAC,Fonctionnement,none
2023_09369,2023,ROSETTA,91019900000000.0,Donner une chance au bilinguisme,2000.0,DAC,Projet,['loisirs']
2024_02639,2024,KACHASHI,42134800000000.0,PROJET HUNTINGTON - HANDICAP ET DANSE,5000.0,DAC,Projet,none
2023_05000,2023,13 AVENIR,82852000000000.0,la conciergerie : une expérimentation au service de l'emploi incluant la qvt,70000.0,DILT,Fonctionnement,['vie et animation locale']
2024_00747,2024,LES TRAILERS DE PARIS - ILE DE FRANCE,50134100000000.0,Financement de l'EcoTrail Paris du 16 mars 2024,700.0,DJS,Fonctionnement,none
2024_01865,2024,UNION REGIONALE SPORTIVE LEO LAGRANGE ILE DE FRANCE,81898200000000.0,Léo sport job,2000.0,DAE,Projet,none
2022_05924,2022,ÉCOLE RUSSE MIR,85250600000000.0,TAP 2022 - mardi et vendredi,4020.0,DASCO,Projet,none
2023_06012,2023,LA FABRIQUE DES PETITS HASARDS,48013000000000.0,Aide à la Résidence artistique et culturelle dans le domaine du spectacle vivant,5000.0,DAC,Projet,['culture & arts']
2022_08894,2022,OHEL ESTHER,43382000000000.0,soutien complémentaire,4600.0,DFPE,Fonctionnement,none
2022_02175,2022,OPTIMA,39430100000000.0,Médiation et animation d'un dispositif interne de raccrochage scolaire au sein du collège Berlioz,7000.0,DDCT,Projet,none
2023_00354,2023,LE STADE FRANCAIS,30299800000000.0,Subvention d'objectif d'aide au fonctionnement,225000.0,DJS,Fonctionnement,['sport']
2022_01616,2022,"PASSION, PROXIMITE, PARCOURS",82822700000000.0,Like ton Job ¿ Parcours de découverte métiers pour 225 collégiens des QPV du 10e,2000.0,DDCT,Projet,none
2022_07943,2022,QUAI DE JEMMAPES X (Q.D.J.X),88024700000000.0,Organisations d'entrainements et initiations basket-ball pour les femmes et les filles du 10eme,300.0,DJS,Fonctionnement,none
2022_01936,2022,RAPTZ RAPPORTEUZ,80962000000000.0,2022 - VVV - 75 - Les squares en Fête rapportés par les jeunes des quartiers de  Barbès à Charles He,2500.0,DPMP,Projet,none
2023_06212,2023,COMPAGNIE MESDEN,52498100000000.0,"Aide à la diffusion Spectacle 3 contrefaçons, Bucarest, Ibiza, Venise au Théâtre 13",5000.0,DAC,Projet,['culture & arts']
2022_00158,2022,ASSOCIATION SPORTIVE DU COLLEGE BERNARD PALISSY - ASCBP,80774000000000.0,Fonctionnement de l'association 2021-2022,800.0,DJS,Fonctionnement,none
2023_00260,2023,PROJECTION 18,87751100000000.0,projection vers le futur la suite,2000.0,DDCT,Projet,['sport']
2023_09238,2023,GROUPE DE RECHERCHE ET D'ACTION AUPRES DES JEUNES ADOLESCENTS DE LA RUE GRAJAR,38952500000000.0,Bougez la Chapelle - Charles au féminin,3380.0,DDCT,Projet,['education & formation']
2023_02298,2023,UNION ATHLETIQUE DU CHANTIER UAC,42512900000000.0,SUBVENTION DE FONCTIONNEMENT 2023,8500.0,DJS,Fonctionnement,['sport']
2022_00791,2022,COMITE DEPARTEMENTAL DE ROLLER ET SKATEBOARD DE PARIS,35122900000000.0,Convention d'Objectif 2022,30000.0,DJS,Fonctionnement,none
2022_01558,2022,COMPAGNIE CIPANGO,49775300000000.0,Séjour d'immersion théâtrale en milieu rural : festival « Y a pas la Mer »-VVV2022,1000.0,DPMP,Projet,none
2022_09400,2022,ASSOCIATION DES COMMERCANTS VERSAILLES-EXELMANS-16E,90212200000000.0,PARIS ILLUMINE PARIS 2022-2023,4500.0,DAE,Fonctionnement,none
2023_04996,2023,LES IMPATIENTS,81080000000000.0,Financement d¿ateliers Fanzine avec des personnes détenues à Paris-La Santé,5000.0,DAC,Projet,['culture & arts']
2022_00991,2022,ASSOCIATION SPORTIVE SCOLAIRE DU COLLEGE PAUL GAUGUIN 35 RUE MILTON 75009 PARIS,51744200000000.0,Fonctionnement de l'association sportive,1400.0,DJS,Fonctionnement,none
2022_09978,2022,EMPLOI SPORT SOLUTIONS,83271700000000.0,IAE-BESC Développement postes IAE,8000.0,DAE,Fonctionnement,none
2023_03070,2023,L'ETRANGE FESTIVAL,40816300000000.0,29 ième Edition de L'Étrange Festival,30000.0,DAC,Fonctionnement,['culture & arts']
2022_10192,2022,COMPAGNIE AMONINE,81527600000000.0,Personne n'est ensemble sauf moi,6000.0,DAC,Projet,none
2022_05007,2022,ECOLE DES GRANDS PARENTS EUROPEENS EGPE,39849400000000.0,LPE2022 Journée européenne des Grands-Parents,3000.0,DGRI,Projet,none
2023_01558,2023,RESPECT ÉDUCATION ET CONFÉRENCES,47939200000000.0,« JEUNES REPORTERS 75 » - Un projet d¿éducation aux médias qui s¿ancre durablement dans les quartier,3000.0,DDCT,Projet,['communication & média']
2022_07266,2022,FEDERATION REGIONALE DES MAISONS DES JEUNES ET DE LA CULTURE EN ILE DE FRANCE (FRMJC-IDF),77569100000000.0,FONDS D'ANIMATION LOCALE DE LA MAIRIE DE PARIS CENTRE : subvention Foulées de Paris Centre,5000.0,DDCT,Fonctionnement,none
2023_04713,2023,TREIZE TER,53517900000000.0,Subvention de fonctionnement de l'association Treize pour l'année 2023,9000.0,DAC,Fonctionnement,['culture & arts']
2022_02625,2022,MULTIKULTI MEDIA,79118500000000.0,D'ailleurs et d'ici 2022,5000.0,DDCT,Projet,none
2023_01736,2023,WATIZAT,87900500000000.0,Favoriser l'accès à l'information des personnes exilées à Paris : guide et projets numériques,70000.0,DSOL,Fonctionnement,['social']
2022_05295,2022,LA MAISON DES JOURNALISTES,44092000000000.0,Subvention de fonctionnement - Année 2022,34000.0,DGRI,Fonctionnement,none
2022_03430,2022,LA MEMOIRE NECROPOLITAINE,50439800000000.0,Exposition photographique de la Mémoire Nécropolitaine dans le cadre du printemps des cimetières,500.0,DEVE,Projet,none
2022_02213,2022,REUSSIR  PARIS 18,83231300000000.0,Accompagnement à l'inclusion sociale et professionnelle des jeunes de 16/25 ans à travers le sport,4000.0,DDCT,Projet,none
2022_03638,2022,SHAREIT.IO,83194200000000.0,inclusion numérique pour les associations parisiennes,2000.0,DDCT,Fonctionnement,none
2022_03637,2022,SLAM PRODUCTIONS,42865600000000.0,"Grand Poetryslam 2022 :Grand Slam National,Coupe du Monde de Poésie, et Grand Slam Interscolaire",15000.0,DAC,Projet,none
2023_02162,2023,ACTIVE TON POTENTIEL PAR L'ESCRIME ATPE,89523100000000.0,Atelier Thérapeutique Escrime sur prescriptionreconstruction des victimes de violences sexuelles,1000.0,DJS,Fonctionnement,['sport']
2022_06925,2022,SINGA FRANCE,79326800000000.0,Identification et accompagnement d¿entrepreneurs réfugiés à Paris en partenariat avec CitésLab Paris CREA2022,45000.0,DAE,Fonctionnement,none
2024_04177,2024,ASSOCIATION PARISIENNE DE BABY GYM LUDIQUE,42917100000000.0,subvention de fonctionnement,1500.0,DJS,Fonctionnement,['sport']
2022_03128,2022,LA HALTE D'ENFANTS VARET SAINT CHARLES,78461600000000.0,Fonctionnement 2022,50854.0,DFPE,Fonctionnement,none
2023_00261,2023,CURIAL BOXING TEAM,53525000000000.0,MIXITÉ ET CITOYENNETÉ PAR LA BOXE II,1000.0,DJS,Fonctionnement,['sport']
2022_03068,2022,LES AMIS DU 18E DU MOIS,42167500000000.0,Animation locale et participation citoyenne,10000.0,DDCT,Fonctionnement,none
2024_06591,2024,AGROF'ILE,82318600000000.0,"POUR UNE ALIMENTATION ACCESSIBLE, AGROFORESTIÈRE ET LOCALE",30000.0,DAE,Fonctionnement,['technique & recherche']
2024_05769,2024,JURIS SECOURS,40437200000000.0,2024 - Paris 17 - Permanence d'accès au droit généraliste,2000.0,DDCT,Projet,['education & formation']
2022_06552,2022,L'UN EST L'AUTRE,45099800000000.0,AIDE ALIMENTAIRE AUX PLUS DEMUNIS 2022,48500.0,DSOL,Fonctionnement,none
2024_01142,2024,LIFE FOR PARIS : 13 NOVEMBRE 2015,82151200000000.0,SUBVENTION 2024 LIFE FOR PARIS,50000.0,DPMP,Projet,['mémoire']
2022_03384,2022,ORCHESTRE SYMPHONIQUE ET LYRIQUE DE PARIS,49102400000000.0,subvention de fonctionnement 2022,2500.0,DAC,Fonctionnement,none
2023_02504,2023,HALTE GARDERIE DU GRAND PAVOIS,31124800000000.0,Subvention de fonctionnement Halte Garderie du Grand Pavois,81711.0,DFPE,Fonctionnement,['social']
2024_06106,2024,ORGANISATION DE FEMMES EGALITE,80135700000000.0,Mise en place d'une permanence d'accueil et d'accompagnement des femmes es milieux populaires,7000.0,DDCT,Projet,['social']
2024_00369,2024,DOULEURS SANS FRONTIERES DITE DSF,43315200000000.0,SUBSIDA23 Renforcement de l¿accès universel aux soins de santé de qualité pour les PVVIH/SIDA,50000.0,DGRI,Projet,['santé']
2022_05616,2022,PEUPLE ET CULTURE,78428600000000.0,LPE2022,5000.0,DGRI,Projet,none
2024_06195,2024,ILLICO,82434800000000.0,ITALISSIMO Festival de littérature et culture italiennes,3000.0,DAC,Fonctionnement,['culture & arts']
2024_02837,2024,ASSOCIATION DES ECLAIREUSES ET ECLAIREURS DE FRANCE,77567600000000.0,Favoriser l'accès aux loisirs et aux vacances des enfants et adultes en situation de handicap,15000.0,DSOL,Fonctionnement,none
2024_08879,2024,BOITES A VELO - FRANCE,85061100000000.0,Développer la cyclomobilité professionnelle et la cyclologistique,21000.0,DVD,Fonctionnement,none
2024_00989,2024,PAVILLON DE L'ARSENAL CENTRE D'INFORMATION DE DOCUMENTATION ET D'EXPOSITION D'URBANISME ET D'ARCHITECTURE DE PARIS ET DE LA METROPOLE PARISIENNE,34462100000000.0,Subvention d'équilibre 2024,2074867.0,DU,Fonctionnement,['culture & arts']
2024_04764,2024,QUARTIERS SOLIDAIRES,85181100000000.0,FSF18 - LAISSER DES TRACES,1500.0,DDCT,Fonctionnement,['culture & arts']
2024_08951,2024,COLLECTIF REGARDS CROISES,80049500000000.0,Projet Parcours17 - 2024 / FAL17 pour le 17ème arrondissement,1000.0,DDCT,Fonctionnement,none
2023_09011,2023,MATADOR,48840100000000.0,Stage de clown gratuits pour QPV 13è : résidents en CHU et autres habitants éloignées de l'emploi,1500.0,DAC,Projet,['loisirs']
2024_06589,2024,AFROGAMEUSES,89010200000000.0,Pride Cause-Play : soirée cosplay queer pendant le mois des fiertés,1000.0,DDCT,Projet,none
2024_09873,2024,LES PASSEURS DE CURIOSITES,84319200000000.0,Lauréat du BP2023 : Soutenons les projets portés par les associations de nos quartiers - WONDERLAB,20000.0,DDCT,Investissement,['culture & arts']
2024_02540,2024,LA RELEVE BARIOLEE,43835200000000.0,Langage(s),2000.0,DAC,Projet,none
2024_07177,2024,BLACK QUEER & ART (BQA),84432000000000.0,LE JE DU COEUR,1000.0,DDCT,Projet,none
2024_02682,2024,LES CHEMINS DE LA DANSE,52836800000000.0,Danse et médiation culturelle pour des personnes en situation de handicap au Carreau du Temple,3000.0,DAC,Projet,none
2023_10161,2023,SOCIETE ATHLETIQUE CLUB DES ARTS MARTIAUX PARIS SACAMP,34296800000000.0,SACAMP PARIS 2024  SACAMP'FÊTE 2024/FAL19,1000.0,DDCT,Fonctionnement,['sport']
2024_06964,2024,ENSEMBLE INTER CONTEMPORAIN,30666500000000.0,Demande de subvention de fonctionnement 2024,48000.0,DAC,Fonctionnement,none
2024_03832,2024,THEATRE DE L'ENTROUVERT,52125900000000.0,Les Vagues - diffusion à la Tempête,2000.0,DAC,Projet,['culture & arts']
2024_06851,2024,RESEAU ALPHA,51211900000000.0,Référencement de l'offre linguistique et ressources pour le secteur d'apprentissage du français,20000.0,DDCT,Indéterminée,none
2024_10920,2024,ARTAXE,79062200000000.0,Gym Douce pour les femmes 75020,1000.0,DJS,Projet,none
2024_06360,2024,LE COMITE DES FAMILLES,48249500000000.0,"Actions de prévention, de promotion de la santé sexuelle et de dépistage auprès des jeunes et des pe",15000.0,DSP,Fonctionnement,none
2024_09439,2024,LES P'TITS POULBOTS OEUVRE DES GOSSES DE LA BUTTE MONTMARTRE,53097400000000.0,actions sociales pour les enfants de la butte Montmartre FAL18,6000.0,DDCT,Fonctionnement,none
2024_03806,2024,HANDINAMIK,82330800000000.0,Soutien de nos activités en faveur de personnes  avec handicap mental et cognitif,3000.0,DSOL,Fonctionnement,none
2024_03531,2024,LA COOP MIJOTÉE,82785100000000.0,IAE BIAE,55000.0,DAE,Fonctionnement,none
2022_04511,2022,WE LOVE GREEN,51069100000000.0,"Programme Restauration Festival We Love Green - Agriculture durable, circuits courts",10000.0,DEVE,Fonctionnement,none
2023_08159,2023,A VOUS DE JOUER,82332800000000.0,Financement de cours de musique pour les enfants défavorisés FAL17,1500.0,DDCT,Fonctionnement,['loisirs']
2023_02161,2023,ACPE AGIR CONTRE LA PROSTITUTION DES ENFANTS ET LES VIOLENCES SEXUELLES,40834300000000.0,Financement du dispositif AdoSexo d'accompagnement de jeunes mineures victimes de prostitution,10000.0,DDCT,Projet,['social']
2023_02888,2023,BIBLIOTHEQUE DU SAULCHOIR,30150000000000.0,Subvention de fonctionnement,7000.0,DAC,Fonctionnement,['culture & arts']
2023_07034,2023,CENTRE D INFORMATION DE FORMATION RECHERCHE ET DEVELOPPEMENT POUR LES ORIGINAIRES D'OUTRE-MER,39108300000000.0,"Lire à la Maison (réseau LAM) : Histoire, mémoire et citoyenneté",11000.0,DGOM,Projet,['education & formation']
2023_06141,2023,COMPAGNIE JIM0E,82223400000000.0,"Shahara, pourquoi pas la Lune ?",10000.0,DAC,Projet,['culture & arts']
2023_06692,2023,HALAYE,81415200000000.0,CPO SPV - Pied d¿Immeubles Numériques 18ème et 19ème,4300.0,DDCT,Projet,['education & formation']
2023_04356,2023,MENIL MUSIQUE,47912100000000.0,Fonctionnement Global de l'association,3000.0,DAC,Fonctionnement,['loisirs']
2023_07439,2023,PARI ROLLER,48812200000000.0,Subvention d'investissement Développement et sécurité des événements grand public (hebdos/spéciaux),12000.0,DVD,Investissement,['sport']
2023_00113,2023,"PARIS 14, TERRITOIRE DE CINEMA",83479400000000.0,SUBVENTION BLOCHE 2023,1000.0,DAC,Fonctionnement,['culture & arts']
2023_04398,2023,ZONE FRANCHE - RESEAU DES MUSIQUES DU MONDE,39073600000000.0,World Music for Green Europe(Les musiques du monde pour une Europe verte),4700.0,DGRI,Projet,['culture & arts']
2022_06261,2022,ASSOCIATION D'ENTRAIDE DES PUPILLES ET ANCIENS PUPILLES DE L'ETAT DE LA VILLE DE PARIS,78449300000000.0,Suivi et accompagnement social des usagers,10000.0,DSOL,Fonctionnement,none
2022_00779,2022,ASSOCIATION SPORTIVE DU COLLEGE GABRIEL FAURE,51747000000000.0,Promotion et sensibilisation au Handisport,1500.0,DJS,Fonctionnement,none
2022_00808,2022,ENTENTE SPORTIVE ET CULTURELLE DU XIEME (ESC XIE),44797300000000.0,Subvention de Fonctionnement,8500.0,DJS,Fonctionnement,none
2022_03713,2022,MUSIQUE EN MOUVEMENT,39500200000000.0,Subvention de Fonctionnement,3000.0,DAC,Fonctionnement,none
2024_01294,2024,ASSOCIATION CITE BLANCHE 19,89172000000000.0,Des moments conviviaux à la Cité Blanche,2000.0,DDCT,Projet,['vie et animation locale']
2021_12460,2024,IDO,51745800000000.0,ProjetIDO DAMPE - Dispositif Autonome de Maintenance de Points d¿Eau au Tchad,30000.0,DGRI,Projet,['humanitaire']
2024_08071,2024,LES EFFRONTE-E-S,83431000000000.0,Caféministes,1000.0,DDCT,Projet,['education & formation']
2024_02806,2024,MAINS AGILES,49172000000000.0,CPO SPV: Défilé costumé du printemps,2500.0,DDCT,Projet,['education & formation']
2022_00707,2022,ACADEMIE GAY & LESBIENNE (A.G.L),79159300000000.0,Fonctionnement et numérisation,13000.0,DDCT,Projet,none
2023_01629,2023,ASSOCIATION DE LA JEUNESSE AMBITIEUSE DE PARIS (AJAPS),92342900000000.0,OCPOriginal chapelle party,4000.0,DDCT,Projet,['sport']
2024_00849,2023,CIE FLIES,83862100000000.0,BTM Experience- La fusion du freestyle et de la corégraphie,3000.0,DAC,Projet,['sport']
2023_04462,2023,COMPAGNIE LES YEUX D'ELSA,83213500000000.0,Financement de nos actions en direction des publics empêchés - Culture et éducation,4000.0,DAC,Projet,['culture & arts']
2023_10242,2023,GANGE SUR SEINE,84097200000000.0,Soutien au Festival Gange sur Seine,3000.0,DAC,Fonctionnement,['culture & arts']
2023_08325,2023,LE COMITE DES FAMILLES,48249500000000.0,"Prévention, dépistage du VIH, VHB, VHC. Accompagnement des PVVIH et/ou une hépatite",15000.0,DSP,Projet,['social']
2023_07007,2023,LES AMIS DE JEAN-CLAUDE CARRIÈRE,90755300000000.0,Mairie du 9e - FALCréation d'un livret Jean-Claude Carrière,1800.0,DDCT,Fonctionnement,['culture & arts']
2023_08790,2023,MÉDUZ,91411600000000.0,Prévenir les violences sexuelles et le risque prostitutionnel/COLLEGE23,3000.0,DDCT,Projet,['education & formation']
2022_04350,2022,POUR UNE PLANETE SANS FRONTIERES,51860400000000.0,Actions d'interprétariat et de traductions,2000.0,DDCT,Projet,none
2022_04004,2022,SOCIETE D'HISTOIRE ET D'ARCHEOLOGIE DU 13EME ARRONDISSEMENT,53836300000000.0,fonctionnement courant de l'association pour l'année 2022,3000.0,DAC,Fonctionnement,none
2024_02908,2024,ASSOCIATION PERSONIMAGES,33164800000000.0,organisation d'ateliers artistiques pour adultes et enfants avec handicap psychique et mental,20000.0,DSOL,Fonctionnement,none
2024_09184,2024,LA COMPAGNIE DE LA TORTUE,48173400000000.0,Expérimentation actions culturelles PMI,7000.0,DSP,Projet,['culture & arts']
2024_06064,2024,PARISPOTIER,51531500000000.0,Demande de subvention pour l'édition 2024 du salon Saint-Sulpice Céramique,8000.0,DAE,Fonctionnement,none
2024_03809,2024,TOUSTES EN COLO,89111200000000.0,Séjour de vacances,6000.0,DJS,Fonctionnement,none
2022_01685,2022,ASSOCIATION CULTURELLE DES FEMMES AFRICAINES POUR L'EDUCATION DES ENFANTS,81893600000000.0,Médiation parents-enfants pour rétablir le dialogue au sein des familles et lutter contre les rixes,2000.0,DDCT,Projet,none
2022_00758,2022,ASSOCIATION SPORTIVE DU COLLEGE ANTOINE COYSEVOX,75098800000000.0,Aide financière pour l'association sportive du collège Antoine Coysevox,1000.0,DJS,Fonctionnement,none
2022_00087,2022,ASSOCIATION SPORTIVE DU COLLEGE ET LYCEE PAUL BERT,51525200000000.0,Subvention de fonctionnement 2021-22,600.0,DJS,Fonctionnement,none
2022_01282,2022,POYA,88158700000000.0,"Accès aux droits, intégration, insertion, remobilisation sociale et culturelle des pop migrantes",10000.0,DSOL,Fonctionnement,none
2024_09180,2024,100% HANDINAMIQUE POUR LA REUSSITE DES JEUNES HANDICAPES (100% HANDINAMIQUE),52502400000000.0,L¿accompagnement des jeunes en situation de handicap pour de véritable choix d'orientation et  pro,15000.0,DAE,Indéterminée,none
2024_03333,2024,ADJ 11,85085800000000.0,fête annuelle de quartier,2000.0,DJS,Projet,none
2024_09774,2024,COMITE D'ENTENTE DES ASSOCIATIONS D'ANCIENS COMBATTANTS ET VICTIMES DE GUERRE DU XVIE ARRONDISSEMENT,52815200000000.0,FAL XVI,2000.0,DDCT,Fonctionnement,none
2024_02839,2024,FEDERATION NATIONALE DES ANCIENS COMBATTANTS EN ALGERIE MAROC ET TUNISIE COMITE DE PARIS 11,79267500000000.0,Subvention de fonctionnement,600.0,DAC,Fonctionnement,none
